"DeviceID","Camera","Property","Supported","FlagParent","Max","Min","Step","Default","Current","Auto","Manual"
"GO1","FFC","KSPROPERTY_CAMERACONTROL_EXTENDED_FOCUSMODE","NO","","","","",,,"",""
"GO1","FFC","KSPROPERTY_CAMERACONTROL_EXTENDED_ISO_ADVANCED","Y","","","","",,,"",""
"GO1","FFC","KSCAMERA_EXTENDEDPROP_ISO_AUTO","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_ISO_ADVANCED","","","",,,"",""
"GO1","FFC","KSCAMERA_EXTENDEDPROP_ISO_MANUAL","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_ISO_ADVANCED","","","",,,"",""
"GO1","FFC","KSPROPERTY_CAMERACONTROL_EXTENDED_ISO","NO","","","","",,,"",""
"GO1","FFC","KSPROPERTY_CAMERACONTROL_EXTENDED_FIELDOFVIEW","Y","","","","",,,"",""
"GO1","FFC","KSPROPERTY_CAMERACONTROL_EXTENDED_CAMERAANGLEOFFSET","Y","","","","",,,"",""
"GO1","FFC","KSPROPERTY_CAMERACONTROL_EXTENDED_EVCOMPENSATION","Y","","","","",,,"",""
"GO1","FFC","KSCAMERA_EXTENDEDPROP_EVCOMP_SIXTHSTEP","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_EVCOMPENSATION","","","",,,"",""
"GO1","FFC","KSCAMERA_EXTENDEDPROP_EVCOMP_QUARTERSTEP","NO","KSPROPERTY_CAMERACONTROL_EXTENDED_EVCOMPENSATION","","","",,,"",""
"GO1","FFC","KSCAMERA_EXTENDEDPROP_EVCOMP_THIRDSTEP","NO","KSPROPERTY_CAMERACONTROL_EXTENDED_EVCOMPENSATION","","","",,,"",""
"GO1","FFC","KSCAMERA_EXTENDEDPROP_EVCOMP_HALFSTEP","NO","KSPROPERTY_CAMERACONTROL_EXTENDED_EVCOMPENSATION","","","",,,"",""
"GO1","FFC","KSCAMERA_EXTENDEDPROP_EVCOMP_FULLSTEP","NO","KSPROPERTY_CAMERACONTROL_EXTENDED_EVCOMPENSATION","","","",,,"",""
"GO1","FFC","KSPROPERTY_CAMERACONTROL_EXTENDED_PHOTOCONFIRMATION","Y","","","","",,,"",""
"GO1","FFC","KSCAMERA_EXTENDEDPROP_PHOTOCONFIRMATION_OFF","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_PHOTOCONFIRMATION","","","",,,"",""
"GO1","FFC","KSCAMERA_EXTENDEDPROP_PHOTOCONFIRMATION_ON","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_PHOTOCONFIRMATION","","","",,,"",""
"GO1","FFC","KSPROPERTY_CAMERACONTROL_EXTENDED_FOCUSPRIORITY","NO","","","","",,,"",""
"GO1","FFC","KSPROPERTY_CAMERACONTROL_EXTENDED_FOCUSSTATE","NO","","","","",,,"",""
"GO1","FFC","KSPROPERTY_CAMERACONTROL_EXTENDED_VFR","Y","","","","",,,"",""
"GO1","FFC","KSCAMERA_EXTENDEDPROP_VFR_OFF","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_VFR","","","",,,"",""
"GO1","FFC","KSCAMERA_EXTENDEDPROP_VFR_ON","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_VFR","","","",,,"",""
"GO1","FFC","KSPROPERTY_CAMERACONTROL_EXTENDED_VIDEOHDR","Y","","","","",,,"",""
"GO1","FFC","KSCAMERA_EXTENDEDPROP_VIDEOHDR_OFF","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_VIDEOHDR","","","",,,"",""
"GO1","FFC","KSCAMERA_EXTENDEDPROP_VIDEOHDR_ON","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_VIDEOHDR","","","",,,"",""
"GO1","FFC","KSPROPERTY_CAMERACONTROL_EXTENDED_HISTOGRAM","NO","","","","",,,"",""
"GO1","FFC","KSPROPERTY_CAMERACONTROL_EXTENDED_OIS","NO","","","","",,,"",""
"GO1","FFC","KSPROPERTY_CAMERACONTROL_EXTENDED_ADVANCEDPHOTO","Y","","","","",,,"",""
"GO1","FFC","KSCAMERA_EXTENDEDPROP_ADVANCEDPHOTO_OFF","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_ADVANCEDPHOTO","","","",,,"",""
"GO1","FFC","KSCAMERA_EXTENDEDPROP_ADVANCEDPHOTO_HDR","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_ADVANCEDPHOTO","","","",,,"",""
"GO1","FFC","KSCAMERA_EXTENDEDPROP_ADVANCEDPHOTO_FNF","NO","KSPROPERTY_CAMERACONTROL_EXTENDED_ADVANCEDPHOTO","","","",,,"",""
"GO1","FFC","KSCAMERA_EXTENDEDPROP_ADVANCEDPHOTO_ULTRALOWLIGHT","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_ADVANCEDPHOTO","","","",,,"",""
"GO1","FFC","KSPROPERTY_CAMERACONTROL_EXTENDED_FACEDETECTION","Y","","","","",,,"",""
"GO1","FFC","KSCAMERA_EXTENDEDPROP_FACEDETECTION_OFF","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_FACEDETECTION","","","",,,"",""
"GO1","FFC","KSCAMERA_EXTENDEDPROP_FACEDETECTION_PREVIEW","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_FACEDETECTION","","","",,,"",""
"GO1","FFC","KSCAMERA_EXTENDEDPROP_FACEDETECTION_VIDEO","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_FACEDETECTION","","","",,,"",""
"GO1","FFC","KSCAMERA_EXTENDEDPROP_FACEDETECTION_PHOTO","NO","KSPROPERTY_CAMERACONTROL_EXTENDED_FACEDETECTION","","","",,,"",""
"GO1","FFC","KSCAMERA_EXTENDEDPROP_FACEDETECTION_BLINK","NO","KSPROPERTY_CAMERACONTROL_EXTENDED_FACEDETECTION","","","",,,"",""
"GO1","FFC","KSCAMERA_EXTENDEDPROP_FACEDETECTION_SMILE","NO","KSPROPERTY_CAMERACONTROL_EXTENDED_FACEDETECTION","","","",,,"",""
"GO1","FFC","KSPROPERTY_CAMERACONTROL_EXTENDED_ZOOM","Y","","","","",,,"",""
"GO1","FFC","KSCAMERA_EXTENDEDPROP_ZOOM_DEFAULT","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_ZOOM","","","",,,"",""
"GO1","FFC","KSCAMERA_EXTENDEDPROP_ZOOM_DIRECT","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_ZOOM","","","",,,"",""
"GO1","FFC","KSCAMERA_EXTENDEDPROP_ZOOM_SMOOTH","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_ZOOM","","","",,,"",""
"GO1","FFC","KSPROPERTY_CAMERACONTROL_EXTENDED_ROI_CONFIGCAPS","Y","","","","",,,"",""
"GO1","FFC","KSPROPERTY_CAMERACONTROL_EXTENDED_ROI_ISPCONTROL","Y","","","","",,,"",""
"GO1","FFC","KSPROPERTY_CAMERACONTROL_EXTENDED_PROFILE","NO","","","","",,,"",""
"GO1","FFC","KSPROPERTY_CAMERACONTROL_EXTENDED_VIDEOSTABILIZATION","Y","","","","",,,"",""
"GO1","FFC","KSCAMERA_EXTENDEDPROP_VIDEOSTABILIZATION_OFF","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_VIDEOSTABILIZATION","","","",,,"",""
"GO1","FFC","KSCAMERA_EXTENDEDPROP_VIDEOSTABILIZATION_ON","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_VIDEOSTABILIZATION","","","",,,"",""
"GO1","FFC","KSCAMERA_EXTENDEDPROP_VIDEOSTABILIZATION_AUTO","NO","KSPROPERTY_CAMERACONTROL_EXTENDED_VIDEOSTABILIZATION","","","",,,"",""
"GO1","FFC","KSPROPERTY_CAMERACONTROL_EXTENDED_FACEAUTH_MODE","NO","","","","",,,"",""
"GO1","FFC","KSPROPERTY_CAMERACONTROL_EXTENDED_METADATA","Y","","","","",,,"",""
"GO1","FFC","KSCAMERA_EXTENDEDPROP_METADATA_SYSTEMMEMORY","NO","KSPROPERTY_CAMERACONTROL_EXTENDED_METADATA","","","",,,"",""
"GO1","FFC","KSCAMERA_EXTENDEDPROP_METADATA_ALIGNMENTREQUIRED","NO","KSPROPERTY_CAMERACONTROL_EXTENDED_METADATA","","","",,,"",""
"GO1","FFC","KSPROPERTY_CAMERACONTROL_PERFRAMESETTING_CAPABILITY","Y","","","","",,,"",""
"GO1","FFC","KSPROPERTY_CAMERACONTROL_PERFRAMESETTING_CLEAR","Y","","","","",,,"",""
"GO1","FFC","KSPROPERTY_CAMERACONTROL_PERFRAMESETTING_SET","Y","","","","",,,"",""
"GO1","RFC","KSPROPERTY_CAMERACONTROL_FOCUS","Y","","700","100","1","100","100","1","1"
"GO1","RFC","KSPROPERTY_CAMERACONTROL_EXPOSURE","Y","","-1","-11","1","-5","-5","1","1"
"GO1","RFC","KSPROPERTY_CAMERACONTROL_ZOOM","Y","","61","1","1","1","1","0","1"
"GO1","RFC","KSPROPERTY_CAMERACONTROL_PAN","NO","","","","",,,"",""
"GO1","RFC","KSPROPERTY_CAMERACONTROL_TILT","NO","","","","",,,"",""
"GO1","RFC","KSPROPERTY_CAMERACONTROL_IRIS","NO","","","","",,,"",""
"GO1","RFC","KSPROPERTY_CAMERACONTROL_ROLL","NO","","","","",,,"",""
"GO1","RFC","KSPROPERTY_CAMERACONTROL_SCANMODE","NO","","","","",,,"",""
"GO1","RFC","KSPROPERTY_CAMERACONTROL_PRIVACY","NO","","","","",,,"",""
"GO1","RFC","KSPROPERTY_CAMERACONTROL_PANTILT","NO","","","","",,,"",""
"GO1","RFC","KSPROPERTY_CAMERACONTROL_PAN_RELATIVE","NO","","","","",,,"",""
"GO1","RFC","KSPROPERTY_CAMERACONTROL_TILT_RELATIVE","NO","","","","",,,"",""
"GO1","RFC","KSPROPERTY_CAMERACONTROL_ROLL_RELATIVE","NO","","","","",,,"",""
"GO1","RFC","KSPROPERTY_CAMERACONTROL_ZOOM_RELATIVE","NO","","","","",,,"",""
"GO1","RFC","KSPROPERTY_CAMERACONTROL_EXPOSURE_RELATIVE","NO","","","","",,,"",""
"GO1","RFC","KSPROPERTY_CAMERACONTROL_IRIS_RELATIVE","NO","","","","",,,"",""
"GO1","RFC","KSPROPERTY_CAMERACONTROL_FOCUS_RELATIVE","NO","","","","",,,"",""
"GO1","RFC","KSPROPERTY_CAMERACONTROL_PANTILT_RELATIVE","NO","","","","",,,"",""
"GO1","RFC","KSPROPERTY_CAMERACONTROL_FOCAL_LENGTH","NO","","","","",,,"",""
"GO1","RFC","KSPROPERTY_CAMERACONTROL_AUTO_EXPOSURE_PRIORITY","NO","","","","",,,"",""
"GO1","RFC","KSPROPERTY_VIDEOPROCAMP_BACKLIGHT_COMPENSATION","Y","","1","0","1","0","0","0","1"
"GO1","RFC","KSPROPERTY_VIDEOPROCAMP_BRIGHTNESS","Y","","127","-128","1","0","0","0","1"
"GO1","RFC","KSPROPERTY_VIDEOPROCAMP_COLORENABLE","NO","","","","",,,"",""
"GO1","RFC","KSPROPERTY_VIDEOPROCAMP_CONTRAST","Y","","127","-128","1","0","0","0","1"
"GO1","RFC","KSPROPERTY_VIDEOPROCAMP_GAMMA","NO","","","","",,,"",""
"GO1","RFC","KSPROPERTY_VIDEOPROCAMP_HUE","Y","","127","-128","1","0","0","0","1"
"GO1","RFC","KSPROPERTY_VIDEOPROCAMP_SATURATION","Y","","127","-128","1","0","0","0","1"
"GO1","RFC","KSPROPERTY_VIDEOPROCAMP_SHARPNESS","Y","","127","-128","1","0","0","0","1"
"GO1","RFC","KSPROPERTY_VIDEOPROCAMP_WHITEBALANCE","Y","","12500","2500","1","6500","6500","1","1"
"GO1","RFC","KSPROPERTY_VIDEOPROCAMP_GAIN","NO","","","","",,,"",""
"GO1","RFC","KSPROPERTY_VIDEOPROCAMP_DIGITAL_MULTIPLIER","Y","","61","1","1","1","1","0","1"
"GO1","RFC","KSPROPERTY_VIDEOPROCAMP_DIGITAL_MULTIPLIER_LIMIT","NO","","","","",,,"",""
"GO1","RFC","KSPROPERTY_VIDEOPROCAMP_WHITEBALANCE_COMPONENT","NO","","","","",,,"",""
"GO1","RFC","KSPROPERTY_VIDEOPROCAMP_POWERLINE_FREQUENCY","Y","","2","0","1","1","0","1","1"
"GO1","RFC","KSPROPERTY_CAMERACONTROL_FLASH","NO","","","","",,,"",""
"GO1","RFC","KSPROPERTY_CAMERACONTROL_IMAGE_PIN_CAPABILITY_PROPERTY","NO","","","","",,,"",""
"GO1","RFC","PROPSETID_VIDCAP_CAMERACONTROL_REGION_OF_INTEREST","NO","","","","",,,"",""
"GO1","RFC","KSPROPERTY_VIDCAP_DROPPEDFRAMES","NO","","","","",,,"",""
"GO1","RFC","KSPROPERTY_CAMERACONTROL_EXTENDED_PHOTOMODE","Y","","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP_PHOTOMODE_NORMAL","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_PHOTOMODE","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP_PHOTOMODE_SEQUENCE","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_PHOTOMODE","","","",,,"",""
"GO1","RFC","KSPROPERTY_CAMERACONTROL_EXTENDED_PHOTOFRAMERATE","Y","","","","",,,"",""
"GO1","RFC","KSPROPERTY_CAMERACONTROL_EXTENDED_PHOTOMAXFRAMERATE","Y","","","","",,,"",""
"GO1","RFC","KSPROPERTY_CAMERACONTROL_EXTENDED_PHOTOTRIGGERTIME","Y","","","","",,,"",""
"GO1","RFC","KSPROPERTY_CAMERACONTROL_PHOTOTRIGGERTIME_CLEAR","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_PHOTOTRIGGERTIME","","","",,,"",""
"GO1","RFC","KSPROPERTY_CAMERACONTROL_PHOTOTRIGGERTIME_SET","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_PHOTOTRIGGERTIME","","","",,,"",""
"GO1","RFC","KSPROPERTY_CAMERACONTROL_EXTENDED_PHOTOTHUMBNAIL","Y","","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP__PHOTOTHUMBNAIL_DISABLE","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_PHOTOTHUMBNAIL","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP__PHOTOTHUMBNAIL_2X","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_PHOTOTHUMBNAIL","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP__PHOTOTHUMBNAIL_4X","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_PHOTOTHUMBNAIL","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP__PHOTOTHUMBNAIL_8X","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_PHOTOTHUMBNAIL","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP__PHOTOTHUMBNAIL_16X","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_PHOTOTHUMBNAIL","","","",,,"",""
"GO1","RFC","KSPROPERTY_CAMERACONTROL_EXTENDED_WARMSTART","Y","","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP_WARMSTART_MODE_DISABLED","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_WARMSTART","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP_WARMSTART_MODE_ENABLED","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_WARMSTART","","","",,,"",""
"GO1","RFC","KSPROPERTY_CAMERACONTROL_EXTENDED_MAXVIDFPS_PHOTORES","Y","","","","",,,"",""
"GO1","RFC","KSPROPERTY_CAMERACONTROL_EXTENDED_SCENEMODE","Y","","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP_SCENEMODE_AUTO","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_SCENEMODE","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP_SCENEMODE_MACRO","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_SCENEMODE","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP_SCENEMODE_PORTRAIT","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_SCENEMODE","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP_SCENEMODE_SPORT","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_SCENEMODE","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP_SCENEMODE_NIGHT","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_SCENEMODE","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP_SCENEMODE_BEACH","NO","KSPROPERTY_CAMERACONTROL_EXTENDED_SCENEMODE","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP_SCENEMODE_SUNSET","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_SCENEMODE","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP_SCENEMODE_CANDLELIGHT","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_SCENEMODE","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP_SCENEMODE_LANDSCAPE","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_SCENEMODE","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP_SCENEMODE_NIGHTPORTRAIT","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_SCENEMODE","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP_SCENEMODE_BACKLIT","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_SCENEMODE","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP_SCENEMODE_MANUAL","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_SCENEMODE","","","",,,"",""
"GO1","RFC","KSPROPERTY_CAMERACONTROL_EXTENDED_TORCHMODE","NO","","","","",,,"",""
"GO1","RFC","KSPROPERTY_CAMERACONTROL_EXTENDED_FLASHMODE","NO","","","","",,,"",""
"GO1","RFC","KSPROPERTY_CAMERACONTROL_EXTENDED_OPTIMIZATIONHINT","Y","","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP_OPTIMIZATION_PHOTO","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_OPTIMIZATIONHINT","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP_OPTIMIZATION_VIDEO","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_OPTIMIZATIONHINT","","","",,,"",""
"GO1","RFC","KSPROPERTY_CAMERACONTROL_EXTENDED_WHITEBALANCEMODE","Y","","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP_WHITEBALANCE_TEMPERATURE","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_WHITEBALANCEMODE","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP_WHITEBALANCE_PRESET","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_WHITEBALANCEMODE","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP_WBPRESET_CLOUDY","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_WHITEBALANCEMODE","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP_WBPRESET_DAYLIGHT","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_WHITEBALANCEMODE","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP_WBPRESET_FLASH","NO","KSPROPERTY_CAMERACONTROL_EXTENDED_WHITEBALANCEMODE","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP_WBPRESET_FLUORESCENT","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_WHITEBALANCEMODE","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP_WBPRESET_TUNGSTEN","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_WHITEBALANCEMODE","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP_WBPRESET_CANDLELIGHT","NO","KSPROPERTY_CAMERACONTROL_EXTENDED_WHITEBALANCEMODE","","","",,,"",""
"GO1","RFC","KSPROPERTY_CAMERACONTROL_EXTENDED_EXPOSUREMODE","Y","","","","",,,"",""
"GO1","RFC","KSPROPERTY_CAMERACONTROL_EXTENDED_FOCUSMODE","Y","","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP_FOCUS_CONTINUOUS","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_FOCUSMODE","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP_FOCUS_RANGE_MACRO","NO","KSPROPERTY_CAMERACONTROL_EXTENDED_FOCUSMODE","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP_FOCUS_RANGE_NORMAL","NO","KSPROPERTY_CAMERACONTROL_EXTENDED_FOCUSMODE","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP_FOCUS_RANGE_FULLRANGE","NO","KSPROPERTY_CAMERACONTROL_EXTENDED_FOCUSMODE","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP_FOCUS_RANGE_INFINITY","NO","KSPROPERTY_CAMERACONTROL_EXTENDED_FOCUSMODE","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP_FOCUS_RANGE_HYPERFOCAL","NO","KSPROPERTY_CAMERACONTROL_EXTENDED_FOCUSMODE","","","",,,"",""
"GO1","RFC","KSPROPERTY_CAMERACONTROL_EXTENDED_ISO_ADVANCED","Y","","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP_ISO_AUTO","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_ISO_ADVANCED","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP_ISO_MANUAL","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_ISO_ADVANCED","","","",,,"",""
"GO1","RFC","KSPROPERTY_CAMERACONTROL_EXTENDED_ISO","NO","","","","",,,"",""
"GO1","RFC","KSPROPERTY_CAMERACONTROL_EXTENDED_FIELDOFVIEW","Y","","","","",,,"",""
"GO1","RFC","KSPROPERTY_CAMERACONTROL_EXTENDED_CAMERAANGLEOFFSET","Y","","","","",,,"",""
"GO1","RFC","KSPROPERTY_CAMERACONTROL_EXTENDED_EVCOMPENSATION","Y","","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP_EVCOMP_SIXTHSTEP","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_EVCOMPENSATION","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP_EVCOMP_QUARTERSTEP","NO","KSPROPERTY_CAMERACONTROL_EXTENDED_EVCOMPENSATION","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP_EVCOMP_THIRDSTEP","NO","KSPROPERTY_CAMERACONTROL_EXTENDED_EVCOMPENSATION","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP_EVCOMP_HALFSTEP","NO","KSPROPERTY_CAMERACONTROL_EXTENDED_EVCOMPENSATION","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP_EVCOMP_FULLSTEP","NO","KSPROPERTY_CAMERACONTROL_EXTENDED_EVCOMPENSATION","","","",,,"",""
"GO1","RFC","KSPROPERTY_CAMERACONTROL_EXTENDED_PHOTOCONFIRMATION","Y","","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP_PHOTOCONFIRMATION_OFF","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_PHOTOCONFIRMATION","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP_PHOTOCONFIRMATION_ON","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_PHOTOCONFIRMATION","","","",,,"",""
"GO1","RFC","KSPROPERTY_CAMERACONTROL_EXTENDED_FOCUSPRIORITY","Y","","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP_FOCUSPRIORITY_OFF","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_FOCUSPRIORITY","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP_FOCUSPRIORITY_ON","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_FOCUSPRIORITY","","","",,,"",""
"GO1","RFC","KSPROPERTY_CAMERACONTROL_EXTENDED_FOCUSSTATE","Y","","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP_FOCUSSTATE_UNINITIALIZED","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_FOCUSSTATE","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP_FOCUSSTATE_LOST","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_FOCUSSTATE","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP_FOCUSSTATE_SEARCHING","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_FOCUSSTATE","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP_FOCUSSTATE_FAILED","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_FOCUSSTATE","","","",,,"",""
"GO1","RFC","KSPROPERTY_CAMERACONTROL_EXTENDED_VFR","Y","","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP_VFR_OFF","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_VFR","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP_VFR_ON","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_VFR","","","",,,"",""
"GO1","RFC","KSPROPERTY_CAMERACONTROL_EXTENDED_VIDEOHDR","NO","","","","",,,"",""
"GO1","RFC","KSPROPERTY_CAMERACONTROL_EXTENDED_HISTOGRAM","NO","","","","",,,"",""
"GO1","RFC","KSPROPERTY_CAMERACONTROL_EXTENDED_OIS","NO","","","","",,,"",""
"GO1","RFC","KSPROPERTY_CAMERACONTROL_EXTENDED_ADVANCEDPHOTO","Y","","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP_ADVANCEDPHOTO_OFF","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_ADVANCEDPHOTO","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP_ADVANCEDPHOTO_HDR","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_ADVANCEDPHOTO","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP_ADVANCEDPHOTO_FNF","NO","KSPROPERTY_CAMERACONTROL_EXTENDED_ADVANCEDPHOTO","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP_ADVANCEDPHOTO_ULTRALOWLIGHT","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_ADVANCEDPHOTO","","","",,,"",""
"GO1","RFC","KSPROPERTY_CAMERACONTROL_EXTENDED_FACEDETECTION","Y","","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP_FACEDETECTION_OFF","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_FACEDETECTION","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP_FACEDETECTION_PREVIEW","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_FACEDETECTION","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP_FACEDETECTION_VIDEO","Y","KSPROPERTY_CAMERACONTROL_EXTENDED_FACEDETECTION","","","",,,"",""
"GO1","RFC","KSCAMERA_EXTENDEDPROP_FACEDETECTION_PHOTO","NO","KSPROPERTY_CAMERACONTROL_EXTENDED_FACEDETECTION","","","",,,"",""
